,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
GVR,2018-08-10 00:00:00,2025-08-19 00:00:00,1748 days 00:00:00,100.0,228.3383338366757,128.3383338366757,320.0654578725712,100.0,3.139227708214352,16.143063729084982,500 days 00:00:00,10,9,1,-7.450034137012409,77.77777777777779,37.67058823529412,-2.773913043478253,14.528541517059132,-2.526182921739113,35 days 13:42:51.428571428,18 days 12:00:00,14.649802276526403,15.087596441520903,0.9258213806921621,1.1655770225415136,1.387042617409328,1.5524947510087204
HAG,2016-06-06 00:00:00,2025-08-19 00:00:00,2303 days 00:00:00,100.0,103.17214622921982,3.1721462292198197,108.12499999999967,100.0,0.8875351593901337,17.945307650669697,1531 days 00:00:00,5,4,1,9.511046681515282,50.0,4.681883194278918,-8.352883569096829,2.513892416811599,-5.534765990462981,25 days 00:00:00,6 days 00:00:00,0.43656471700780286,-1.5847251130738638,0.10049856379701949,0.027648879210877515,1.0874983106706941,0.16350643062280076
HAH,2016-06-06 00:00:00,2025-08-19 00:00:00,2303 days 00:00:00,100.0,73.83308023962411,-26.16691976037589,252.741114855027,100.0,2.4899346561182236,74.58881587621178,980 days 00:00:00,12,12,0,0.0,50.0,104.66192052980132,-55.5271355777945,22.795795709559386,-16.992107886557715,37 days 12:00:00,10 days 20:00:00,0.8449537968459102,-2.1805766466979932,0.05003894850639945,-0.0629346357215232,1.032069625441315,0.05642008051819043
HCM,2016-06-06 00:00:00,2025-08-19 00:00:00,2303 days 00:00:00,100.0,110.88588725033259,10.885887250332587,140.58218977671686,100.0,2.7284608106652497,32.989499808206816,1030 days 00:00:00,12,12,0,0.0,41.66666666666667,36.140228245363765,-17.237209302325585,17.825532886258667,-9.254832429994083,38 days 14:24:00,12 days 10:17:08.571428571,1.142951075680913,0.9071572708610498,0.1826036349618302,0.05005145912538242,1.0733262238231378,0.260999237655257
HDB,2018-06-05 00:00:00,2025-08-19 00:00:00,1802 days 00:00:00,100.0,102.08420700746713,2.0842070074671284,28.675824466927136,100.0,1.9182619189525993,19.129764886378528,886 days 00:00:00,10,10,0,0.0,50.0,22.588859416445626,-10.302247191011224,6.638868859422155,-5.508859340931808,25 days 14:24:00,12 days 14:24:00,1.076761489395856,0.20842070074671293,0.0938782787095433,0.021887185757741543,1.0420108203365803,0.13166245242752975
HDC,2016-06-06 00:00:00,2025-08-19 00:00:00,2303 days 00:00:00,100.0,120.96278070505234,20.96278070505234,510.22575898729406,100.0,2.727672585977189,46.845455975276394,947 days 00:00:00,14,14,0,0.0,28.57142857142857,41.957800000000006,-14.227054794520436,21.16914196608003,-5.251701681711732,49 days 18:00:00,15 days 04:48:00,1.380626174664188,1.4973414789323094,0.2597927060389684,0.06536803315675013,1.1230798565266777,0.3280586119108006
HDG,2016-06-06 00:00:00,2025-08-19 00:00:00,2303 days 00:00:00,100.0,84.25527772025659,-15.744722279743414,203.78432302939734,100.0,1.7089459555933064,46.37059337897945,948 days 00:00:00,8,7,1,0.6767029147427053,42.857142857142854,42.08517447027985,-38.103985231303476,17.734020416304922,-13.29781392244153,33 days 00:00:00,14 days 00:00:00,0.768226718512895,-2.34591788492659,0.013067495340034508,-0.05776690034800858,1.011438107987306,0.01471677544780704
HHS,2016-06-06 00:00:00,2025-08-19 00:00:00,2303 days 00:00:00,100.0,102.93754563437295,2.9375456343729525,128.5626849348899,100.0,3.0375095379733854,46.63655594867919,1364 days 00:00:00,16,16,0,0.0,56.25,48.657654075546716,-16.685207692307692,10.485128306756229,-10.854273716051544,27 days 00:00:00,11 days 17:08:34.285714285,1.0391895060087044,0.18359660214830775,0.1421499251451705,0.009861700087590256,1.0528098615522428,0.2043363169781852
HHV,2016-06-06 00:00:00,2025-08-19 00:00:00,2294 days 00:00:00,100.0,34.76661981608069,-65.23338018391931,76.74914500080843,100.0,1.7771245489011078,76.20481561136451,1475 days 00:00:00,14,13,1,4.4522045873278415,7.6923076923076925,0.06586078938492686,-24.199999999999992,0.06586078938492686,-9.250876165701703,57 days 00:00:00,18 days 02:00:00,0.0009391389691307861,-5.360429597788245,-0.7520811348213664,-0.20304855583956768,0.523630791479678,-0.9018448015997401
HNA,2018-03-01 00:00:00,2025-08-19 00:00:00,1857 days 00:00:00,100.0,58.266683080576385,-41.733316919423615,137.50124738049925,100.0,1.3406695823883974,45.83983145332982,1569 days 00:00:00,9,9,0,0.0,22.22222222222222,0.7081818181818477,-13.519999999999985,0.6536909090909253,-7.5044354858090685,18 days 12:00:00,15 days 03:25:42.857142857,0.024694023097718704,-4.637035213269291,-0.5554671365288273,-0.21973248781894172,0.6487719320021775,-0.6946393535825053
HND,2017-03-01 00:00:00,2025-08-19 00:00:00,2118 days 00:00:00,100.0,53.6620677668222,-46.3379322331778,85.76917179031543,100.0,1.9798583740477138,55.208261395290535,1896 days 00:00:00,14,14,0,0.0,21.428571428571427,7.926533652373646,-18.361507812498843,4.660297722147582,-6.526819749100395,24 days 00:00:00,13 days 04:21:49.090909091,0.17928271258314582,-3.3098523023698414,-0.3995386710865746,-0.18424326349538736,0.8015397566062203,-0.5175422840379483
HNG,2016-06-06 00:00:00,2025-08-19 00:00:00,2295 days 00:00:00,100.0,84.73241814727868,-15.267581852721321,-25.183908045977176,100.0,0.73693910362823,30.1157931467963,1165 days 00:00:00,4,4,0,0.0,25.0,0.7794117647059,-7.144428383705648,0.7794117647059,-5.614003204684368,26 days 00:00:00,11 days 00:00:00,0.0441365387062365,-3.816895463180333,-0.1692220308194924,-0.08634869589304735,0.8700869938103707,-0.2351693844228752
HPG,2016-06-06 00:00:00,2025-08-19 00:00:00,2304 days 00:00:00,100.0,136.89699186763852,36.89699186763852,357.3705264550906,100.0,1.9540210683718782,30.193877767592692,1146 days 00:00:00,9,9,0,0.0,44.44444444444444,54.066666666666684,-18.960103583815023,22.147640298304765,-8.18337297115069,56 days 06:00:00,19 days 14:24:00,1.7899182354958891,4.099665763070947,0.38825278054590234,0.1689470890303381,1.2019945125083373,0.4749466779057254
HSG,2016-06-06 00:00:00,2025-08-19 00:00:00,2303 days 00:00:00,100.0,144.1350181632829,44.13501816328288,43.44966603771054,100.0,2.303777115972978,25.3000751930668,1040 days 00:00:00,10,10,0,0.0,30.0,44.55916254543038,-7.411715976331379,28.481328952269696,-5.028528545201029,49 days 00:00:00,14 days 13:42:51.428571428,2.104821944862885,4.413501816328285,0.42256029702054554,0.23577744184899238,1.199600802074703,0.6300453332091687
HT1,2016-06-06 00:00:00,2025-08-19 00:00:00,2303 days 00:00:00,100.0,105.48121039794192,5.481210397941922,-3.990113558890762,100.0,0.4180752065181948,23.706722522760355,2276 days 00:00:00,2,2,0,0.0,50.0,6.300342465753316,-0.7654716981132155,6.300342465753316,-0.7654716981132155,18 days 00:00:00,9 days 00:00:00,7.743299731510921,2.740605198970955,0.14734794043162497,0.03582635263710647,1.2014766444815583,0.21607774604545124
HUT,2016-06-06 00:00:00,2025-08-19 00:00:00,2303 days 00:00:00,100.0,285.5865814371587,185.5865814371587,192.21322521719938,100.0,3.2094387641245143,31.96881091617934,1123 days 00:00:00,10,10,0,0.0,50.0,69.3732142857143,-12.818947368421032,32.71245488741823,-5.374120964205671,43 days 14:24:00,11 days 00:00:00,4.135282120497135,18.558658143715874,0.8403696330896067,0.5660024308883977,1.448518700389618,1.3923524059735937
HVN,2017-06-01 00:00:00,2025-08-19 00:00:00,2048 days 00:00:00,100.0,273.4998439850852,173.4998439850852,42.833002109358496,100.0,3.0600790618543865,49.78634923377458,1573 days 00:00:00,9,9,0,0.0,33.33333333333333,116.69687500000003,-14.203456098856018,68.59879748914969,-7.411721517673555,57 days 08:00:00,12 days 04:00:00,3.235279394568216,19.27776044278724,0.9194050343451963,0.3944814801251045,1.467585175949399,1.4908434446444125
IDC,2018-04-20 00:00:00,2025-08-19 00:00:00,1825 days 00:00:00,100.0,121.88081904766614,21.880819047666137,101.57199273167303,100.0,2.4589926279680894,47.95404247448417,1141 days 00:00:00,9,9,0,0.0,44.44444444444444,77.50000000000001,-14.709285714285794,21.474357355570888,-8.64006301047195,50 days 12:00:00,8 days 19:12:00,1.3361599764442251,2.4312021164073476,0.2942617386953451,0.08418103449483737,1.1444900326337182,0.4292166831953471
IDP,2021-06-07 00:00:00,2025-08-19 00:00:00,1051 days 00:00:00,100.0,103.36086587306986,3.360865873069855,183.64971990149635,100.0,0.8920009039502197,27.55997375728149,967 days 00:00:00,4,4,0,0.0,25.0,27.614285714285742,-11.471077693075923,27.614285714285742,-6.671280451478196,24 days 00:00:00,15 days 00:00:00,1.1387306621548274,0.8402164682674638,0.1555950419048191,0.04189478165298044,1.1403932653994542,0.23271628490321947
IJC,2016-06-06 00:00:00,2025-08-19 00:00:00,2303 days 00:00:00,100.0,173.1621842723489,73.1621842723489,162.48538953061242,100.0,4.486325113861148,40.31834868152387,1141 days 00:00:00,14,14,0,0.0,42.857142857142854,83.68334158060242,-11.453758739783243,21.92243328972122,-6.0362405884185355,25 days 16:00:00,15 days 09:00:00,1.8528006779316295,5.2258703051677795,0.5014529200125725,0.22550068933635867,1.2466447195480859,0.7154908723201809
IMP,2016-06-06 00:00:00,2025-08-19 00:00:00,2304 days 00:00:00,100.0,104.02370876821333,4.023708768213325,146.99902580875803,100.0,1.7269675959773307,24.215416019477722,964 days 00:00:00,8,7,1,-0.10402370876819589,57.14285714285714,12.631192660550376,-13.167788461538454,8.078166141095108,-8.484352818234363,36 days 00:00:00,8 days 16:00:00,1.134169928567998,0.5896760681402196,0.11258403256022466,0.025888591800886183,1.0647876386118418,0.16232546585043847
IPA,2016-11-04 00:00:00,2025-08-19 00:00:00,2191 days 00:00:00,100.0,124.98681815840781,24.986818158407814,273.8509869909722,100.0,2.293456971588412,62.603424483540415,2046 days 00:00:00,7,7,0,0.0,28.57142857142857,105.64696188340807,-37.00526315789473,62.85448049193856,-11.646520052068158,26 days 12:00:00,49 days 19:12:00,1.2463645251773723,3.5695454512011136,0.28318280295324505,0.060467881236961514,1.3173285268520878,0.40117621705571704
KBC,2016-06-06 00:00:00,2025-08-19 00:00:00,2303 days 00:00:00,100.0,97.28508169907636,-2.7149183009236424,170.71512669222017,100.0,2.2931420898021986,31.63806685266727,1604 days 00:00:00,11,11,0,0.0,36.36363636363637,18.32690909090911,-12.391186440677956,8.825585360700671,-4.91876597203325,45 days 18:00:00,11 days 13:42:51.428571428,0.9257630691075978,-0.24681075462942204,0.02926769040665847,-0.013758211921327677,1.012778083999746,0.04166993499786387
KDC,2016-06-06 00:00:00,2025-08-19 00:00:00,2303 days 00:00:00,100.0,214.72805009247077,114.72805009247078,152.30381906674464,100.0,2.923171134697927,11.290322580645155,762 days 00:00:00,9,9,0,0.0,88.88888888888889,25.491005241840682,-0.2221350943844768,10.302665654229862,-0.2221350943844768,27 days 03:00:00,19 days 00:00:00,296.6545306321477,12.74756112138564,1.1328990143809192,1.1404246730768162,1.8478491917314128,2.2613752388756208
KDH,2016-06-06 00:00:00,2025-08-19 00:00:00,2303 days 00:00:00,100.0,85.12205325797937,-14.877946742020626,316.9053930466974,100.0,2.529405746030798,32.19018962076787,1833 days 00:00:00,13,13,0,0.0,38.46153846153847,7.510977701543616,-13.362666853932586,4.202989600720449,-4.382732603986115,23 days 00:00:00,18 days 18:00:00,0.5789828524820735,-1.1444574416938944,-0.11559420892020955,-0.07830615843425234,0.9473172068250365,-0.151639905878425
KLB,2017-11-16 00:00:00,2025-08-19 00:00:00,1936 days 00:00:00,100.0,118.57313830178774,18.573138301787736,174.67984406054487,100.0,1.8745717622683429,27.08347737591611,970 days 00:00:00,8,8,0,0.0,37.5,21.06287571372142,-8.178702163061544,14.009145121252665,-4.277938318501543,27 days 08:00:00,10 days 19:12:00,1.7057427151104483,2.321642287723467,0.2770554322716071,0.12051560087801319,1.171449201488895,0.4545669283535541
KOS,2018-05-09 00:00:00,2025-08-19 00:00:00,1816 days 00:00:00,100.0,73.40955950210774,-26.59044049789226,68.59532787240428,100.0,1.572060391059462,30.434620545304515,1520 days 00:00:00,10,10,0,0.0,30.0,5.764179104477617,-25.900689053442385,4.0259791645798035,-5.492117915718088,30 days 00:00:00,16 days 20:34:17.142857143,0.2545882475688786,-2.6590440497892267,-0.3921475387564115,-0.19792890423518483,0.7678113136695632,-0.4285128857936597
KSF,2022-03-02 00:00:00,2025-08-19 00:00:00,866 days 00:00:00,100.0,116.31257848351366,16.31257848351366,-29.871323529411665,100.0,0.9211449456093341,27.46579668533689,739 days 00:00:00,5,4,1,11.02301775903392,25.0,22.869277108433742,-9.189550072568927,22.869277108433742,-4.952518826304752,20 days 00:00:00,11 days 16:00:00,1.3250899724503784,1.3223901811199337,0.4142083095190123,0.2394321262061185,1.299235688767132,0.7044278588461268
KSV,2016-12-15 00:00:00,2025-08-19 00:00:00,2159 days 00:00:00,100.0,87.00172181379335,-12.998278186206647,2792.1222651387716,100.0,0.7679310017830444,31.63634369602705,1321 days 00:00:00,4,4,0,0.0,50.0,29.388274683788467,-26.489473684210513,18.756637341894237,-20.956165413533824,19 days 00:00:00,13 days 00:00:00,0.7076228619087437,-3.2495695465516583,-0.07276590472716057,-0.07353995780734496,0.930807241673529,-0.10249985385516233
LGC,2016-06-06 00:00:00,2025-08-19 00:00:00,2303 days 00:00:00,100.0,60.68296212312554,-39.31703787687446,205.08671462313418,100.0,2.414509722335905,43.62989736088923,2250 days 00:00:00,15,15,0,0.0,13.333333333333334,18.87353497164462,-13.199293394881648,10.413276106511978,-5.117538597859552,22 days 00:00:00,15 days 01:50:46.153846153,0.2906230564954844,-2.6211358584582976,-0.36666205821201925,-0.17445328443488753,0.7932229204984761,-0.47923223335460297
LPB,2018-03-01 00:00:00,2025-08-19 00:00:00,1857 days 00:00:00,100.0,106.28046402773958,6.280464027739583,228.5862604001804,100.0,1.4182970071467056,47.461582269909485,1051 days 00:00:00,8,8,0,0.0,25.0,95.62244897959185,-22.017772128495487,49.830315398886846,-9.935972611092964,59 days 00:00:00,12 days 20:00:00,1.1237910885189193,0.785058003467447,0.155724245432984,0.025376923868469056,1.0772650313995034,0.22694662318746844
MBB,2016-06-06 00:00:00,2025-08-19 00:00:00,2303 days 00:00:00,100.0,209.1436928522573,109.14369285225729,343.5776396608679,100.0,6.1303624463939945,33.85144553670549,1030 days 00:00:00,18,17,1,22.804820608205915,52.94117647058824,28.559090909090934,-11.710712621395396,12.675524554826373,-5.042233082773167,36 days 02:40:00,14 days 03:00:00,2.0583652987749357,5.078757190826553,0.6629021345459902,0.3664641496856233,1.2721297959881634,0.8978271302337272
MBS,2016-08-17 00:00:00,2025-08-19 00:00:00,2251 days 00:00:00,100.0,201.98620059173263,101.98620059173263,1284.2005391149257,100.0,3.1406671756066644,40.285708003816154,1030 days 00:00:00,12,12,0,0.0,58.333333333333336,42.484545454545476,-10.038636363636353,17.355498225236847,-6.800865959975079,34 days 00:00:00,16 days 09:36:00,3.2530095789443485,8.498850049311056,0.551062387312122,0.2997290517996485,1.2399202041051247,0.8355241272101406
MCH,2017-06-05 00:00:00,2025-08-19 00:00:00,2053 days 00:00:00,100.0,137.24198773823412,37.2419877382341,187.38277329859932,100.0,1.1527763240467055,9.941505880591972,992 days 00:00:00,5,5,0,0.0,60.0,20.0811192403097,-2.9407587293252746,13.370763559689177,-2.7406743675961134,34 days 08:00:00,18 days 00:00:00,7.2322289359726915,7.448397547646821,0.7312195541765093,0.5823823402266856,1.55850737860409,1.2531178429871168
MML,2020-05-07 00:00:00,2025-08-19 00:00:00,1322 days 00:00:00,100.0,122.05462414816479,22.05462414816479,-15.824003852172941,100.0,0.5219929496496647,14.075758094668823,1081 days 00:00:00,3,2,1,20.157730645078104,50.0,9.158469645620718,-6.651144713860854,9.158469645620718,-6.651144713860854,42 days 00:00:00,13 days 00:00:00,1.261552932499496,0.9484467515433472,0.6141189749250294,0.4018806567610915,1.5562840926417676,1.2252976602199797
MPC,2018-03-12 00:00:00,2025-08-19 00:00:00,1860 days 00:00:00,100.0,22.919359734606417,-77.08064026539358,-56.477535754879995,100.0,0.8460203345516922,79.77614626471033,1587 days 00:00:00,7,6,1,1.1945642652025121,33.33333333333333,0.5869584245076748,-51.94494489901915,0.5269761598167148,-28.291667764010974,23 days 00:00:00,13 days 00:00:00,0.007383963074915763,-13.045867421766017,-0.5985217456398675,-0.31470276849977624,0.4371888273120011,-0.60925907782788
MSB,2021-05-24 00:00:00,2025-08-19 00:00:00,1060 days 00:00:00,100.0,90.69408285117827,-9.305917148821734,-36.9999999999999,100.0,0.3736521835532175,11.235768697650713,477 days 00:00:00,2,2,0,0.0,0.0,-0.8637873754152783,-8.524999999999983,,-4.69439368770763,,16 days 12:00:00,0.0,-4.652958574410866,-0.46508533005533403,-0.29437310235286657,0.701197903522798,-0.5561167318364463
MSN,2016-06-06 00:00:00,2025-08-19 00:00:00,2303 days 00:00:00,100.0,93.63970452214201,-6.3602954778579885,99.09778807406582,100.0,2.7872888115374406,44.4599912224201,1844 days 00:00:00,12,11,1,-1.0861104080985768,36.36363636363637,29.45781250000002,-20.545780766041315,13.662038829259822,-7.360695917827073,30 days 18:00:00,11 days 06:51:25.714285714,0.9162971478891986,-0.479471369978131,0.013612917232266033,-0.02330445834188979,1.0073139873575594,0.017649407123335605
MSR,2016-06-06 00:00:00,2025-08-19 00:00:00,2303 days 00:00:00,100.0,63.000875889259305,-36.999124110740695,40.7872063375647,100.0,1.4269261791437475,38.89306053310159,2098 days 00:00:00,9,9,0,0.0,11.11111111111111,3.6108771361464593,-11.909280439481247,3.6108771361464593,-5.982692448860388,20 days 00:00:00,12 days 00:00:00,0.060552351236185326,-4.111013790082298,-0.6605058622140164,-0.18154546185517115,0.6491095272823159,-0.9279361888469738
MVN,2019-03-05 00:00:00,2025-08-19 00:00:00,1615 days 00:00:00,100.0,75.43663006308769,-24.56336993691231,418.23214285714323,100.0,1.4463957793509628,38.84133232169862,1497 days 00:00:00,8,8,0,0.0,37.5,35.95746728700204,-21.49016393442621,15.858141269580397,-12.831999065105688,46 days 16:00:00,8 days 00:00:00,0.6142615158941686,-3.070421242114037,-0.0820047199879861,-0.15890078903884783,0.9433097366455773,-0.11426612317237217
MWG,2016-06-06 00:00:00,2025-08-19 00:00:00,2304 days 00:00:00,100.0,104.53761172472409,4.537611724724087,107.88641238504711,100.0,3.193704473032408,26.780215633026465,1956 days 00:00:00,16,15,1,-4.567217509896793,40.0,16.78482632541135,-7.84482163406212,7.638902474304753,-3.744248415552657,36 days 16:00:00,14 days 02:40:00,1.2568867752561443,0.6069886156413924,0.11878430761531766,0.02634384762580618,1.0453674756705347,0.17203753504098815
NAB,2021-03-05 00:00:00,2025-08-19 00:00:00,1107 days 00:00:00,100.0,92.11904469197913,-7.880955308020873,9.735509285312327,100.0,1.2933081745096822,35.695611230286005,1047 days 00:00:00,6,6,0,0.0,33.33333333333333,15.197886886264792,-10.432345013477084,7.623351911376486,-5.378971643156427,21 days 00:00:00,15 days 18:00:00,0.65909228344522,-1.3134925513368114,-0.03976053265007338,-0.07480808632596948,0.9776345873012835,-0.052307114950393106
NKG,2016-06-06 00:00:00,2025-08-19 00:00:00,2304 days 00:00:00,100.0,161.63019543532974,61.63019543532974,112.8800111848526,100.0,4.448504361374914,36.335758214839075,1051 days 00:00:00,14,14,0,0.0,42.857142857142854,101.21363636363637,-12.206651108518088,27.379580467798487,-9.42652635986344,37 days 12:00:00,10 days 09:00:00,1.4732946281557382,4.402156816809265,0.4661209747697526,0.217503646894574,1.1983073971071556,0.6904718980845175
NLG,2016-06-06 00:00:00,2025-08-19 00:00:00,2304 days 00:00:00,100.0,82.10080602867542,-17.89919397132458,246.86494022716343,100.0,4.171549328229719,52.864610292892536,1841 days 00:00:00,21,20,1,10.918044909678414,25.0,16.17016806722937,-11.07346938775431,8.290057936444233,-4.714677816670192,30 days 09:36:00,13 days 22:24:00,0.6007286804495933,-1.44086194405015,-0.08801267615098986,-0.05818815755148199,0.9685144751656981,-0.12318106049886413
NT2,2016-06-06 00:00:00,2025-08-19 00:00:00,2303 days 00:00:00,100.0,87.79598885750899,-12.204011142491012,25.745523535695327,100.0,1.402349173329129,27.64378297269382,1894 days 00:00:00,8,8,0,0.0,25.0,10.252658662092637,-8.95742086330934,5.1574112894518604,-3.6810109486139106,30 days 12:00:00,21 days 20:00:00,0.4020689427931994,-1.5255013928113785,-0.10879494731070964,-0.07385647766096506,0.9433012130695779,-0.14616331759090012
NTC,2017-05-18 00:00:00,2025-08-19 00:00:00,2065 days 00:00:00,100.0,146.72810213202297,46.728102132022954,700.9037754278902,100.0,2.1795793642096384,30.421004654714768,1509 days 00:00:00,8,7,1,-0.5320324571102333,57.14285714285714,35.96798615900493,-7.369204870863548,15.458300787387158,-5.32638978461363,36 days 12:00:00,14 days 00:00:00,2.8412954579406255,6.7514477984475985,0.6768869866478784,0.2304958153298798,1.3840305476322332,1.106827261597419
NTP,2016-06-06 00:00:00,2025-08-19 00:00:00,2303 days 00:00:00,100.0,149.39403337687628,49.394033376876266,122.10542215638425,100.0,1.1836929682011457,17.478182914700795,1675 days 00:00:00,5,5,0,0.0,60.0,25.12430069930072,-6.775696202531554,17.90196872132391,-4.123115644069439,37 days 08:00:00,16 days 12:00:00,5.976267957725244,9.878806675375248,0.584504992235948,0.3758259407685586,1.4137362106840294,0.9874035122609791
NVB,2016-06-06 00:00:00,2025-08-19 00:00:00,2303 days 00:00:00,100.0,97.27264275868531,-2.7273572413146923,189.83050847457758,100.0,1.1820802472018572,27.206903759761875,1086 days 00:00:00,6,5,1,-4.652590322358392,60.0,16.450000000000017,-18.05652173913042,8.574256940664144,-10.191026827012006,21 days 16:00:00,14 days 00:00:00,1.0821902271624206,0.3850466162087418,0.021908015068457052,-0.016073161832734113,1.0162110388369419,0.032889618951660926
NVL,2017-05-29 00:00:00,2025-08-19 00:00:00,2058 days 00:00:00,100.0,119.63620069066799,19.63620069066799,-51.71517320710943,100.0,1.5089998487177767,32.774930084635756,1032 days 00:00:00,7,7,0,0.0,28.57142857142857,62.28753565942506,-14.537499999999994,33.83975875255671,-6.760518921021022,43 days 00:00:00,10 days 00:00:00,1.49049788662288,2.8051715272382847,0.3102397146694876,0.09857650197944659,1.1963223667053033,0.4669388549876733
OCB,2021-06-28 00:00:00,2025-08-19 00:00:00,1035 days 00:00:00,100.0,53.97466946422578,-46.02533053577422,-48.71794871794882,100.0,0.44505422916937537,46.14961437280123,928 days 00:00:00,3,3,0,0.0,0.0,-4.912264150943386,-36.11884834645668,,-17.41327653422107,,14 days 08:00:00,0.0,-15.341776845258075,-0.8949784557284264,-0.4235062631996549,0.2841471606732775,-0.9074186299159855
OIL,2018-07-27 00:00:00,2025-08-19 00:00:00,1764 days 00:00:00,100.0,114.51402261637855,14.514022616378556,-8.972719522591566,100.0,0.8360576858886732,17.40192239894526,1111 days 00:00:00,4,4,0,0.0,50.0,19.392494346842923,-10.74823833034109,13.637475427456266,-5.56230962759829,28 days 12:00:00,16 days 00:00:00,2.2994097456150806,3.6285056540946394,0.2973449951808691,0.1634281361676691,1.231614584373062,0.5024260068331541
ORS,2016-06-06 00:00:00,2025-08-19 00:00:00,2294 days 00:00:00,100.0,195.19289942104893,95.19289942104892,257.8947368421063,100.0,1.624292382362909,27.885732557375036,1024 days 00:00:00,6,6,0,0.0,16.666666666666664,153.5645469667927,-12.37867326156532,153.5645469667927,-4.962379058976983,97 days 00:00:00,17 days 00:00:00,4.5750503631531805,15.865483236841484,0.5899320083411508,0.4026598156787424,1.3912317386627624,1.0473064171961086
PAN,2016-06-06 00:00:00,2025-08-19 00:00:00,2296 days 00:00:00,100.0,106.98139195079146,6.981391950791462,68.48643307968636,100.0,1.3133926105517466,28.589934538688784,1249 days 00:00:00,7,7,0,0.0,42.857142857142854,28.154455445544567,-17.126578073089696,15.672971283523465,-8.353168689997714,43 days 08:00:00,16 days 06:00:00,1.2214982014983218,0.9973417072559227,0.14684568790312827,0.03772636746278994,1.0763843099349992,0.20780076012303048
PAP,2021-12-02 00:00:00,2025-08-19 00:00:00,924 days 00:00:00,100.0,103.62731580805998,3.6273158080599757,69.75796178343974,100.0,1.6879501875481377,32.385816769235014,329 days 00:00:00,10,10,0,0.0,40.0,32.93718476582607,-24.580357142857125,16.392348021606622,-8.22615366155349,26 days 18:00:00,9 days 16:00:00,1.0784522047061766,0.3627315808059999,0.24837422113741112,0.04376744818328673,1.113251843602315,0.3583916440923578
PC1,2017-04-13 00:00:00,2025-08-19 00:00:00,2088 days 00:00:00,100.0,76.45851355660012,-23.541486443399876,82.1298136283102,100.0,1.9357174552783252,39.36867579785161,1102 days 00:00:00,10,10,0,0.0,30.0,14.718400000000024,-28.369966972477044,9.290388475492172,-6.838933200808675,38 days 16:00:00,14 days 20:34:17.142857143,0.5256899300117631,-2.354148644339985,-0.24693806740188648,-0.11643412281635494,0.88427448404068,-0.3191865668472819
PDN,2016-06-06 00:00:00,2025-08-19 00:00:00,2303 days 00:00:00,100.0,26.07465462244727,-73.92534537755273,305.7271826592447,100.0,3.6672004842958867,83.04972307724127,1596 days 00:00:00,20,20,0,0.0,25.0,20.05,-50.13043290103425,9.341049798063251,-10.045622048293232,31 days 04:48:00,17 days 09:36:00,0.41742097250557336,-3.6962672688776372,-0.3878252090455649,-0.23103950814538415,0.8201103722320567,-0.44614800606848976
PDR,2016-06-06 00:00:00,2025-08-19 00:00:00,2303 days 00:00:00,100.0,227.31586013780995,127.31586013780995,362.8390727122021,100.0,5.850307964057764,24.86839723965633,1357 days 00:00:00,15,14,1,13.053414256473957,42.857142857142854,70.79864815637544,-14.85477499999999,22.91123557074491,-4.5983246562581,35 days 04:00:00,15 days 15:00:00,2.368694558613035,8.161603277238285,0.7971413425729135,0.558922725030508,1.3890401793616733,1.2646289305988068
PET,2016-06-06 00:00:00,2025-08-19 00:00:00,2303 days 00:00:00,100.0,80.72758446124638,-19.27241553875362,455.1596541003859,100.0,2.1623669099668246,49.581237154902794,1142 days 00:00:00,11,11,0,0.0,45.45454545454545,35.112877792378455,-26.288197343899995,13.845792706510593,-12.639380300054004,39 days 19:12:00,13 days 08:00:00,0.7665193193149276,-1.7520377762503303,-0.04906814820733512,-0.06728689564005523,0.9795514631253766,-0.06768350452509046
PGB,2021-05-25 00:00:00,2025-08-19 00:00:00,1059 days 00:00:00,100.0,121.43402234024617,21.434022340246173,-3.5358536727439605,100.0,0.5653694021517592,25.60271435290006,576 days 00:00:00,3,3,0,0.0,33.33333333333333,54.15296989422295,-15.42145415149416,54.15296989422295,-11.137139159788351,40 days 00:00:00,10 days 00:00:00,2.0111660629983734,7.144674113415389,0.48538017772214553,0.27038200680630325,1.3709241987202077,0.8612024330872488
PGV,2018-08-10 00:00:00,2025-08-19 00:00:00,1746 days 00:00:00,100.0,118.94203485603765,18.94203485603765,64.58376336216942,100.0,2.0289598294195827,21.94798324952985,929 days 00:00:00,9,9,0,0.0,55.55555555555556,58.63410006715917,-12.114678899082572,13.579233195203294,-8.998593847800631,25 days 09:36:00,10 days 12:00:00,1.469343023163248,2.1046705395597405,0.2795123485927348,0.16825453620565753,1.1686429578935424,0.4868748319611255
