,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
CHP,2016-06-06 00:00:00,2025-08-20 00:00:00,2300 days 00:00:00,100.0,129.92017447328988,29.920174473289872,75.38860103627052,100.0,3.339185126842195,26.41163702414563,1706 days 00:00:00,15,15,0,0.0,33.33333333333333,23.82738674058289,-7.753875236294881,12.776470613090357,-3.1570846751959953,48 days 00:00:00,15 days 04:48:00,1.8396650745916394,1.994678298219326,0.4618417391772485,0.16058599515842314,1.2209350836881645,0.6905537953917076
CII,2016-06-06 00:00:00,2025-08-20 00:00:00,2304 days 00:00:00,100.0,204.72190499945464,104.72190499945462,8.708385887023695,100.0,1.56870177328971,40.84628670120898,1167 days 00:00:00,7,6,1,82.09512825743191,83.33333333333334,24.19801980198021,-17.66095504291842,8.578601338064983,-17.66095504291842,33 days 04:48:00,13 days 00:00:00,1.8613033683870488,3.771129457003786,0.6751274525935108,0.2942684736895199,1.3801387238853393,1.0585249574721702
CKG,2020-08-14 00:00:00,2025-08-20 00:00:00,1252 days 00:00:00,100.0,157.02489453558366,57.024894535583634,82.45935380709109,100.0,2.5955093481450824,18.59284003575934,491 days 00:00:00,10,10,0,0.0,50.0,42.91160714285716,-5.896052631578929,12.37007973713831,-1.7359758112926635,26 days 19:12:00,18 days 19:12:00,6.681340587198856,5.702489453558366,0.782183790923759,0.7561772136196059,1.3097875031373478,1.268040805757235
CLC,2016-06-06 00:00:00,2025-08-20 00:00:00,2305 days 00:00:00,100.0,95.02466691349265,-4.975333086507348,136.55306426258477,100.0,4.047365418893661,38.04987156823385,1116 days 00:00:00,20,20,0,0.0,40.0,21.582060781295915,-16.049513618359587,5.952804832808053,-3.989185934566482,32 days 06:00:00,13 days 08:00:00,0.9046078694021646,-0.24876665432536837,0.023372051184666013,-0.02115299926755127,1.0098918472285765,0.03223611205225332
CLX,2017-07-21 00:00:00,2025-08-20 00:00:00,2020 days 00:00:00,100.0,86.87263088597304,-13.127369114026962,50.14666483414847,100.0,1.1510432501131858,29.231451503923996,1872 days 00:00:00,7,7,0,0.0,42.857142857142854,11.890205864005008,-12.681008490729509,7.097433137276705,-8.217839427483764,21 days 08:00:00,9 days 18:00:00,0.5498264175056489,-1.8753384448609935,-0.08339452067908659,-0.08589324379453865,0.9373612791693262,-0.12907328175407842
CMF,2017-04-27 00:00:00,2025-08-20 00:00:00,2079 days 00:00:00,100.0,54.73640754775953,-45.26359245224047,218.32160695711923,100.0,1.120014358982812,57.16122246520714,1594 days 00:00:00,8,8,0,0.0,25.0,21.71090764411204,-23.05629820051415,15.426494546037922,-13.589634422172988,149 days 12:00:00,18 days 20:00:00,0.3197308580563485,-5.657949056530057,-0.267583492654645,-0.17563998275043052,0.7408999806846954,-0.3832017736240763
CMG,2016-06-06 00:00:00,2025-08-20 00:00:00,2304 days 00:00:00,100.0,149.0011076602412,49.00110766024119,273.51570896283715,100.0,3.9124747990052917,62.98492444259697,1916 days 00:00:00,15,14,1,-13.54132329715199,42.857142857142854,53.33756906077347,-12.073360655737703,19.504650423197297,-6.028415730291632,37 days 00:00:00,13 days 00:00:00,1.9519002012792404,4.467316496956655,0.4086861215304464,0.1035384330011602,1.173067454253825,0.6206563336675491
CMM,2023-04-04 00:00:00,2025-08-20 00:00:00,595 days 00:00:00,100.0,82.71395423563229,-17.286045764367714,80.75491759702278,100.0,0.5600532029222761,24.64331902010981,305 days 00:00:00,3,3,0,0.0,33.33333333333333,2.7382352941176697,-16.36221685291451,2.7382352941176697,-10.06129710570254,17 days 00:00:00,13 days 12:00:00,0.13662780359810467,-5.7620152547892385,-0.4687363633393792,-0.4459602897757173,0.7040875295318728,-0.569492557135782
CQN,2021-01-06 00:00:00,2025-08-20 00:00:00,1151 days 00:00:00,100.0,79.51135674377423,-20.48864325622577,86.18474062943768,100.0,0.9166102232006512,25.57490536419386,1035 days 00:00:00,5,5,0,0.0,20.0,1.4932203389830698,-6.837873754152822,1.4932203389830698,-5.920239566029896,17 days 00:00:00,10 days 12:00:00,0.06786639550168572,-4.097728651245155,-0.89601334156912,-0.27419483316669013,0.3582177961273628,-1.0296384002061454
CRE,2019-01-24 00:00:00,2025-08-20 00:00:00,1639 days 00:00:00,100.0,71.71549715988209,-28.28450284011791,-46.178611892065206,100.0,0.7488928535415971,45.33331891982843,1242 days 00:00:00,5,5,0,0.0,60.0,10.653443868093335,-32.657484318766045,4.348157415264332,-19.358501774767632,26 days 08:00:00,16 days 12:00:00,0.23972704037480447,-5.65690056802358,-0.14723922850776772,-0.1574207833256005,0.890642584445154,-0.16300132635040157
CSM,2016-06-06 00:00:00,2025-08-20 00:00:00,2304 days 00:00:00,100.0,115.13278883849142,15.13278883849142,-17.157897209121963,100.0,1.2840821569983953,19.743970899185136,1371 days 00:00:00,7,6,1,5.317429173392554,50.0,12.764122137404598,-7.567256637168125,6.87038768316352,-3.317341616362879,21 days 00:00:00,11 days 08:00:00,2.0058833249597128,1.6358932775164774,0.25279722010727174,0.1143385482412407,1.2016784454142833,0.39659141825032956
CSV,2016-06-06 00:00:00,2025-08-20 00:00:00,2304 days 00:00:00,100.0,85.25054580103608,-14.749454198963917,149.31961317589665,100.0,1.6899453717964217,25.699048913362066,1136 days 00:00:00,9,9,0,0.0,44.44444444444444,17.74813559322046,-17.62083333333332,7.7622078321089045,-8.471850937613109,27 days 00:00:00,14 days 00:00:00,0.6528943751991585,-1.6388282443293258,-0.13295482081749646,-0.09713641942146276,0.9336110263378896,-0.18351774496634646
